1;arms_factory;2957.00;9.60;1647.00;0.64;0
1;arms_factory;2955.00;9.60;1639.00;4.76;0
1;arms_factory;2955.00;9.60;1650.00;2.61;0
1;arms_factory;2959.00;9.60;1649.00;2.71;0
1;arms_factory;2957.00;9.60;1635.00;0.55;0
1;arms_factory;2961.00;9.60;1652.00;3.21;0
1;industrial_complex;2963.00;9.60;1643.00;4.77;0
1;industrial_complex;2952.00;9.60;1648.00;1.16;0
1;industrial_complex;2963.00;9.60;1645.00;5.28;0
1;industrial_complex;2957.00;9.60;1642.00;0.20;0
1;industrial_complex;2962.00;9.60;1649.00;3.22;0
1;industrial_complex;2960.00;9.60;1639.00;5.88;0
1;air_base;2957.00;9.60;1637.00;2.26;0
1;naval_base;2960.00;9.60;1632.00;-0.79;5579
1;naval_base;2959.00;9.60;1654.00;-3.03;5555
1;naval_base;2952.00;9.50;1651.00;-2.90;5555
1;bunker;2960.00;9.60;1650.00;0.71;0
1;bunker;2956.00;9.60;1643.00;4.83;0
1;bunker;2957.00;9.60;1648.00;0.11;0
1;coastal_bunker;2955.00;9.60;1652.00;-2.90;0
1;coastal_bunker;2963.00;9.60;1657.00;-3.03;0
1;coastal_bunker;2958.00;9.50;1631.00;-0.79;0
1;dockyard;2959.00;9.60;1654.00;-3.03;0
1;anti_air_building;2961.00;9.60;1649.00;1.22;0
1;anti_air_building;2960.00;9.60;1638.00;5.34;0
1;anti_air_building;2955.00;9.60;1637.00;5.45;0
1;synthetic_refinery;2959.00;9.60;1644.00;3.29;0
1;fuel_silo;2954.00;9.60;1640.00;5.95;0
1;radar_station;2958.00;9.60;1644.00;3.84;0
1;rocket_site;2958.00;9.60;1642.00;3.89;0
1;nuclear_reactor;2959.00;9.60;1634.00;1.73;0
2;arms_factory;3012.00;9.60;1641.00;2.61;0
2;arms_factory;3022.00;9.60;1629.00;2.71;0
2;arms_factory;3029.00;9.68;1630.00;0.55;0
2;arms_factory;3000.00;9.60;1647.00;3.21;0
2;arms_factory;3019.00;11.48;1650.00;4.77;0
2;arms_factory;3015.00;9.73;1636.00;1.16;0
2;industrial_complex;3015.00;9.80;1644.00;5.28;0
2;industrial_complex;3027.00;10.57;1638.00;0.20;0
2;industrial_complex;3027.00;9.70;1633.00;3.22;0
2;industrial_complex;3019.00;10.63;1645.00;5.88;0
2;industrial_complex;3010.00;9.90;1652.00;2.26;0
2;industrial_complex;3019.00;9.88;1638.00;0.11;0
2;air_base;3014.00;9.60;1632.00;1.67;0
2;naval_base;3019.00;9.50;1629.00;-0.93;5656
2;naval_base;3009.00;9.50;1635.00;-0.67;5656
2;naval_base;2996.00;9.50;1648.00;-1.25;5579
2;naval_base;3031.00;9.50;1627.00;0.20;1452
2;naval_base;3004.00;9.50;1640.00;-1.33;5656
2;bunker;3022.00;9.80;1633.00;5.44;0
2;bunker;3019.00;11.45;1651.00;2.17;0
2;bunker;3004.00;9.68;1652.00;3.38;0
2;bunker;3011.00;9.63;1642.00;1.22;0
2;bunker;3022.00;10.65;1639.00;5.34;0
2;bunker;3025.00;10.85;1642.00;5.45;0
2;bunker;3030.00;9.65;1630.00;3.29;0
2;coastal_bunker;3028.00;9.50;1627.00;0.38;0
2;coastal_bunker;3014.00;9.50;1631.00;-0.67;0
2;coastal_bunker;2997.00;9.50;1647.00;-1.25;0
2;coastal_bunker;3005.00;9.50;1640.00;-1.33;0
2;coastal_bunker;3030.00;9.50;1627.00;0.20;0
2;dockyard;3006.00;9.50;1639.00;-1.33;0
2;anti_air_building;3003.00;9.60;1648.00;2.34;0
2;anti_air_building;3010.00;9.90;1652.00;0.18;0
2;anti_air_building;3011.00;9.60;1638.00;2.84;0
2;synthetic_refinery;3014.00;9.60;1632.00;5.50;0
2;fuel_silo;3027.00;10.48;1641.00;2.24;0
2;radar_station;3015.00;9.80;1643.00;5.20;0
2;rocket_site;3016.00;10.48;1647.00;1.29;0
2;nuclear_reactor;3005.00;9.80;1656.00;2.85;0
3;arms_factory;2917.00;9.73;1726.00;0.55;0
3;arms_factory;2930.00;11.03;1724.00;3.21;0
3;arms_factory;2940.00;12.53;1718.00;4.77;0
3;arms_factory;2923.00;10.35;1733.00;1.16;0
3;arms_factory;2943.00;11.20;1735.00;5.28;0
3;arms_factory;2942.00;13.13;1727.00;0.20;0
3;industrial_complex;2920.00;10.03;1730.00;3.22;0
3;industrial_complex;2928.00;10.65;1726.00;5.88;0
3;industrial_complex;2939.00;13.30;1723.00;2.26;0
3;industrial_complex;2919.00;9.93;1729.00;0.11;0
3;industrial_complex;2934.00;13.00;1717.00;1.67;0
3;industrial_complex;2939.00;12.28;1730.00;5.79;0
3;air_base;2923.00;9.75;1722.00;0.71;0
3;bunker;2925.00;10.07;1730.00;4.83;0
3;bunker;2916.00;9.90;1727.00;0.11;0
3;bunker;2937.00;11.07;1742.00;2.78;0
3;bunker;2938.00;11.57;1732.00;5.44;0
3;bunker;2922.00;10.30;1732.00;2.17;0
3;bunker;2941.00;12.45;1728.00;3.38;0
3;bunker;2932.00;11.07;1739.00;1.22;0
3;bunker;2942.00;13.98;1724.00;5.34;0
3;bunker;2940.00;12.15;1731.00;5.45;0
3;bunker;2934.00;13.00;1717.00;3.29;0
3;bunker;2926.00;10.57;1719.00;5.95;0
3;anti_air_building;2919.00;9.85;1728.00;2.33;0
3;anti_air_building;2933.00;13.28;1716.00;3.89;0
3;anti_air_building;2940.00;12.35;1729.00;1.73;0
3;synthetic_refinery;2929.00;11.20;1720.00;4.40;0
3;fuel_silo;2926.00;10.15;1729.00;0.78;0
3;radar_station;2928.00;10.45;1729.00;5.25;0
3;rocket_site;2931.00;10.57;1734.00;0.18;0
3;nuclear_reactor;2933.00;12.23;1722.00;2.84;0
4;arms_factory;3077.00;9.95;1751.00;4.77;0
4;arms_factory;3066.00;11.65;1743.00;1.16;0
4;arms_factory;3071.00;10.05;1752.00;5.28;0
4;arms_factory;3068.00;9.95;1761.00;0.20;0
4;arms_factory;3068.00;10.20;1734.00;3.22;0
4;arms_factory;3063.00;10.40;1765.00;5.88;0
4;industrial_complex;3056.00;10.57;1735.00;2.26;0
4;industrial_complex;3061.00;11.57;1741.00;0.11;0
4;industrial_complex;3058.00;11.50;1739.00;1.67;0
4;industrial_complex;3057.00;12.45;1747.00;5.79;0
4;industrial_complex;3065.00;10.98;1753.00;0.71;0
4;industrial_complex;3072.00;10.03;1752.00;4.83;0
4;air_base;3067.00;10.65;1741.00;0.11;0
4;bunker;3058.00;10.30;1730.00;2.78;0
4;bunker;3069.00;10.25;1738.00;5.44;0
4;bunker;3054.00;11.00;1733.00;2.17;0
4;bunker;3062.00;10.43;1756.00;3.38;0
4;bunker;3079.00;9.80;1750.00;1.22;0
4;bunker;3067.00;10.70;1754.00;5.34;0
4;bunker;3065.00;11.98;1746.00;5.45;0
4;bunker;3069.00;10.07;1762.00;3.29;0
4;bunker;3053.00;11.40;1729.00;5.95;0
4;bunker;3049.00;11.93;1741.00;2.33;0
4;bunker;3062.00;10.57;1767.00;3.89;0
4;bunker;3074.00;9.90;1757.00;1.73;0
4;bunker;3075.00;10.18;1766.00;4.40;0
4;anti_air_building;3068.00;10.10;1766.00;0.78;0
4;anti_air_building;3077.00;9.90;1755.00;2.34;0
4;anti_air_building;3050.00;12.13;1743.00;0.18;0
4;synthetic_refinery;3078.00;10.05;1763.00;2.84;0
4;fuel_silo;3070.00;10.55;1741.00;5.50;0
4;radar_station;3065.00;11.32;1748.00;2.61;0
4;rocket_site;3051.00;12.35;1738.00;3.45;0
4;nuclear_reactor;3057.00;11.00;1762.00;1.29;0
5;arms_factory;3128.00;9.80;1863.00;5.28;0
5;arms_factory;3120.00;9.60;1874.00;0.20;0
5;arms_factory;3165.00;9.70;1878.00;3.22;0
5;arms_factory;3127.00;9.60;1872.00;5.88;0
5;arms_factory;3156.00;9.50;1868.00;2.26;0
5;arms_factory;3143.00;9.70;1871.00;0.11;0
5;industrial_complex;3135.00;9.63;1880.00;1.67;0
5;industrial_complex;3147.00;9.70;1867.00;5.79;0
5;industrial_complex;3137.00;9.70;1871.00;0.71;0
5;industrial_complex;3146.00;9.70;1863.00;4.83;0
5;industrial_complex;3124.00;9.60;1876.00;0.11;0
5;industrial_complex;3151.00;9.60;1876.00;2.78;0
5;air_base;3141.00;9.70;1868.00;5.44;0
5;naval_base;3121.00;9.60;1880.00;-2.11;2309
5;naval_base;3119.00;9.60;1879.00;-3.46;2309
